Date,Open,High,Low,Close,Volume,Adj Close
2001-06-25,21.70,23.44,21.39,23.35,4816400,10.04
2001-06-18,22.33,22.72,21.14,21.94,5880900,9.43
2001-06-11,23.30,23.51,22.54,22.83,2008800,9.81
2001-06-04,23.62,23.94,23.25,22.52,2275200,9.68
2001-05-28,24.10,24.30,23.30,23.62,2799900,10.16
2001-05-21,24.92,25.05,23.92,24.07,2867900,10.35
2001-05-14,24.27,24.95,23.51,24.91,3561300,10.71
2001-05-07,23.45,24.49,23.45,24.28,1606500,10.44
2001-04-30,24.25,24.35,22.68,23.45,3590500,10.08
2001-04-23,24.35,24.95,23.45,24.75,5686600,10.64
2001-04-16,23.70,24.85,23.48,24.55,3262600,10.56
2001-04-09,22.40,23.95,22.22,23.70,2803300,10.19
2001-04-02,22.42,22.65,21.38,22.29,4066800,9.58
2001-03-26,21.65,23.05,21.50,22.63,4530500,9.73
2001-03-19,23.15,23.42,20.85,21.48,5264900,9.23
2001-03-12,24.70,24.90,23.05,22.67,13276600,9.75
2001-03-05,24.25,25.50,24.25,24.86,5242900,10.69
2001-02-26,23.58,24.55,23.50,24.27,3602000,10.44
2001-02-19,23.50,24.31,23.23,23.25,3282300,10.00
2001-02-12,23.47,24.19,23.03,23.48,3014900,10.09
2001-02-05,23.75,24.19,23.27,23.41,2328600,10.06
2001-01-29,23.00,24.12,22.73,24.00,3395700,10.32
2001-01-22,22.25,23.12,22.18,22.86,3395800,9.83
2001-01-15,23.25,23.90,21.95,22.10,4529000,9.50
2001-01-08,24.65,24.65,22.66,23.06,3504400,9.91
2001-01-01,24.08,24.61,23.31,24.58,2560200,10.57
2000-12-27,23.30,24.32,23.25,24.08,1687800,10.36
2000-12-18,23.38,24.10,23.02,23.30,3609800,10.02
2000-12-11,23.83,24.20,22.52,23.02,5472700,9.90
2000-12-04,22.14,24.30,21.70,23.98,4884000,10.31
2000-11-27,21.75,22.50,21.60,22.06,2277400,9.48
2000-11-20,21.40,22.00,21.22,21.83,2235600,9.39
2000-11-13,21.73,22.05,21.31,21.41,1873400,9.20
2000-11-06,23.05,23.05,21.33,22.05,3897000,9.48
2000-10-30,21.55,23.31,21.55,22.96,2189200,9.87
2000-10-23,20.05,21.97,20.05,21.75,2667800,9.35
2000-10-16,20.25,20.25,20.25,20.25,000,8.71
2000-10-09,21.33,21.50,20.00,20.25,2375100,8.71
2000-10-02,19.93,22.00,19.93,21.48,3069200,9.23
2000-09-25,20.54,20.58,19.77,20.05,2225400,8.62
2000-09-18,20.75,20.75,19.25,20.32,4169200,8.74
2000-09-11,21.05,21.17,20.47,20.84,4440500,8.96
2000-09-04,21.15,22.15,20.58,20.93,3840000,9.00
2000-08-28,21.12,21.57,20.88,21.06,2933500,9.05
2000-08-21,20.85,21.45,20.70,21.08,2994600,9.06
2000-08-14,21.15,21.40,20.49,20.80,2934100,8.94
2000-08-07,22.56,22.88,20.48,20.93,6939000,9.00
2000-07-31,22.34,22.64,21.88,22.42,2123400,9.64
2000-07-24,22.02,22.75,21.91,22.22,1826900,9.55
2000-07-17,22.02,22.32,21.41,21.95,2326500,9.44
2000-07-10,21.25,22.38,21.04,21.83,2783800,9.38
2000-07-03,21.22,21.98,20.90,21.10,1988200,9.07
2000-06-26,20.00,21.33,19.91,21.16,3241600,9.10
2000-06-19,20.15,21.00,19.70,19.65,2853000,8.45
2000-06-12,22.70,22.75,20.16,18.00,7883200,7.74
2000-06-05,23.40,23.59,21.85,22.50,3290000,9.67
2000-05-29,22.70,23.50,21.10,23.03,2807600,9.90
2000-05-22,23.60,23.94,22.50,22.50,2365500,9.67
2000-05-15,24.38,24.74,23.66,23.75,2358800,10.21
2000-05-08,24.43,25.04,23.81,24.51,1617700,10.54
2000-05-01,24.05,24.88,23.44,24.42,2181500,10.50
2000-04-24,23.00,24.80,23.00,24.05,3730200,10.34
2000-04-17,23.50,24.33,22.65,23.00,3083300,9.89
2000-04-10,23.75,24.98,23.50,24.32,2876500,10.46
2000-04-03,24.75,25.41,23.54,23.75,3668600,10.21
2000-03-27,25.00,25.05,24.05,24.77,3449100,10.65
2000-03-20,24.95,25.27,23.92,24.90,5322500,10.71
2000-03-13,23.00,25.00,22.81,25.00,13750600,10.75
2000-03-06,22.90,23.35,22.17,23.10,3388600,9.93
2000-02-28,22.30,24.23,21.98,22.70,3712900,9.76
2000-02-21,23.30,24.10,22.30,22.58,2896100,9.71
2000-02-14,21.88,24.05,20.50,23.70,4483500,10.19
2000-02-07,21.40,22.73,20.61,22.07,4441000,9.49
2000-01-31,22.45,23.09,20.91,21.53,4412300,9.26
2000-01-24,24.05,24.17,21.66,22.62,3430900,9.73
2000-01-17,23.80,25.00,23.70,24.02,3028000,10.33
2000-01-10,25.55,25.62,23.45,23.75,2993500,10.21
2000-01-03,26.35,26.60,22.96,25.00,4072800,10.75
